course_code,title,description,source
APMA 2810K, Methods of Algebraic Geometry in Control Theory I,Develops the ideas of algebraic geometry in the context of control theory. The first semester examines scalar linear systems and affine algebraic geometry while the second semester addresses multivariable linear systems and projective algebraic geometry.,Bulletin
APMA 2810L, Numerical Solution of Hyperbolic PDE's,No description available.,Bulletin
APMA 2810M, Some Topics in Kinetic Theory,Nonlinear instabilities as well as boundary effects in a collisionless plasmas; Stable galaxy configurations; A nonlinear energy method in the Boltzmann theory will also be introduced. Self-contained solutions to specific concrete problems. Focus on ideas but not on technical aspects. Open problems and possible future research directions will then be discussed so that students can gain a broader perspective. Prerequisite: One semester of PDE (graduate level) is required.,Bulletin
APMA 2810N, Topics in Nonlinear PDEs,"Aspects of the theory on nonlinear evolution equations, which includes kinetic theory, nonlinear wave equations, variational problems, and dynamical stability.",Bulletin
APMA 2810O, Stochastic Differential Equations,"This course develops the theory and some applications of stochastic differential equations. Topics include: stochastic integral with respect to Brownian motion, existence and uniqueness for solutions of SDEs, Markov property of solutions, sample path properties, Girsanov's Theorem, weak existence and uniqueness, and connections with partial differential equations. Possible additional topics include stochastic stability, reflected diffusions, numerical approximation, and stochastic control. Prerequisite:APMA 2630and2640.",Bulletin
APMA 2810P, Perturbation Methods,"Basic concepts of asymptotic approximations with examples with examples such as evaluation of integrals and functions. Regular and singular perturbation problems for differential equations arising in fluid mechanics, wave propagation or nonlinear oscillators. Methods include matched asymptotic expansions and multiple scales. Methods and results will be discussed in the context of applications to physical problems.",Bulletin
APMA 2810Q, Discontinous Galerkin Methods,"In this seminar course we will cover the algorithm formulation, stability analysis and error estimates, and implementation and applications of discontinuous Galerkin finite element methods for solving hyperbolic conservation laws, convection diffusion equations, dispersive wave equations, and other linear and nonlinear partial differential equations. Prerequisite:APMA 2550.",Bulletin
APMA 2810R, Computational Biology Methods for Gene/Protein Networks and Structural Proteomics,"The course presents computational and statistical methods for gene and protein networks and structural proteomics; it emphasizes: (1) Probablistic models for gene regulatory networks via microarray, chromatin immunoprecipitation, and cis-regulatory data; (2) Signal transduction pathways via tandem mass spectrometry data; (3) Molecular Modeling forligand-receptor coupling and docking. The course is recommended for graduate students.",Bulletin
APMA 2810S, Topics in Control,No description available.,Bulletin
APMA 2810T, Nonlinear Partial Differential Equations,"This course introduces techniques useful for solving many nonlinear partial differential equations, with emphasis on elliptic problems. PDE from a variety of applications will be discussed. Contact the instructor about prerequisites.",Bulletin
APMA 2810U, Topics in Differnetial Equations,No description available.,Bulletin
APMA 2810V, Topics in Partial Differential Equations,"The course will cover an introduction of the L_p theory of second order elliptic and parabolic equations, finite difference approximations of elliptic and parabolic equations, and some recent developments in the Navier-Stokes equations and quasi-geostrophic equations. Some knowledge of real analysis will be expected.",Bulletin
APMA 2810W, Advanced Topics in High Order Numerical Methods for Convection Dominated Problems,"This is an advanced seminar course. We will cover several topics in high order numercial methods for convection dominated problems, including methods for solving Boltzman type equations, methods for solving unsteady and steady Hamilton-Jacobi equations, and methods for solving moment models in semi-conductor device simulations. Prerequisite:APMA 2550or equivalent knowledge of numerical analysis.",Bulletin
